Price,Adj Close,Close,High,Low,Open,Volume,Company,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
30-01-2015,26.09086609,29.29000092,30,29.21249962,29.60000038,334982000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-02-2015,26.41822624,29.65749931,29.79249954,29.02000046,29.51250076,250956400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-02-2015,26.4226799,29.66250038,29.77249908,29.40250015,29.625,207662800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-02-2015,26.62533188,29.88999939,30.12750053,29.57749939,29.625,280598800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-2015,26.81537437,29.98500061,30.05750084,29.8125,30.00499916,168984800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2015,26.58956337,29.73250008,30.0625,29.61249924,30.00499916,174826400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-2015,26.76618195,29.93000031,29.95999908,29.60750008,29.63750076,155559200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-02-2015,27.28039742,30.50499916,30.53750038,30.04000092,30.04249954,248034000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-02-2015,27.91981888,31.21999931,31.22999954,30.625,30.69249916,294247200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2015,28.27306747,31.61499977,31.87000084,31.39249992,31.51499939,297898000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-02-2015,28.41168976,31.77000046,31.81999969,31.41250038,31.81999969,217088800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2015,28.57936859,31.95750046,32.22000122,31.72999954,31.87249947,252609600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-02-2015,28.77834511,32.18000031,32.19499969,31.86249924,31.90749931,179566800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-02-2015,28.71798325,32.11249924,32.25749969,32.08250046,32.11999893,149449600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2015,28.95273209,32.375,32.375,32.01250076,32.15499878,195793600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2015,29.73524094,33.25,33.25,32.41500092,32.50500107,283896400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2015,29.54967499,33.04249954,33.40000153,32.79249954,33.23500061,276912400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2015,28.7939949,32.19749832,32.90000153,32.03749847,32.88999939,298846800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2015,29.15841675,32.60499954,32.71749878,31.65250015,32.19749832,365150000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2015,28.72021103,32.11500168,32.64250183,32.06000137,32.5,248059200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-03-2015,28.86106873,32.27249908,32.56999969,32.07500076,32.3125,192386800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-03-2015,28.9214344,32.34000015,32.38000107,32.02249908,32.24000168,151265200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-03-2015,28.73809814,32.13499832,32.38999939,32.08000183,32.27500153,126665200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2015,28.2618885,31.60250092,32.1875,31.44000053,32.14500046,226068400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-03-2015,28.30437279,31.64999962,32.34249878,31.56500053,32.09999847,291368400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2015,28.42510033,31.78499985,32.39250183,31.26499939,31.98999977,354114000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2015,27.83710098,31.12750053,31.80500031,30.95000076,31.60250092,275426400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-03-2015,27.32959366,30.55999947,31.19249916,30.52750015,31.1875,275756000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-03-2015,27.8236866,31.11249924,31.22500038,30.40749931,30.57749939,193450800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2015,27.63141823,30.89749908,31.35000038,30.64500046,31.10000038,207309200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2015,27.93546867,31.23749924,31.23749924,30.71750069,30.96999931,143497200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2015,28.40274048,31.76000023,31.82999992,31.41250038,31.47500038,204092400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2015,28.72245598,32.11750031,32.29000092,31.59250069,31.75,261083600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2015,28.50558853,31.875,32.3125,31.85000038,32.1875,183238000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2015,28.14787102,31.47500038,32.09999847,31.29000092,32.0625,274780400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2015,28.44075203,31.80249977,31.96249962,31.62999916,31.78000069,150838800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2015,28.3244915,31.67250061,32.00999832,31.63999939,31.80750084,131369200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2015,27.58446121,30.84499931,31.70499992,30.84499931,31.63500023,206620800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2015,27.77673912,31.05999947,31.21999931,30.64999962,30.69000053,190291600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2015,27.55539703,30.8125,31.17499924,30.72750092,31.14249992,158184800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2015,28.25295258,31.59250069,31.60000038,31,31.01250076,188398800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2015,27.81921577,31.10750008,31.62249947,31.09000015,31.52249908,168362400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2015,27.77897644,31.0625,31.28000069,30.77499962,31.20499992,162485600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-2015,28.01819801,31.32999992,31.38999939,31.04750061,31.25749969,128880400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2015,28.47204971,31.83749962,31.87750053,31.08250046,31.11750031,148776000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2015,28.17246246,31.50250053,32.02999878,31.49500084,31.90999985,140049200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2015,28.08079529,31.39999962,31.60000038,31.24250031,31.46249962,149316800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-2015,28.29543304,31.63999939,31.64500046,31.16500092,31.46249962,129936000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-2015,28.41615486,31.77499962,31.80249977,31.31500053,31.48749924,160752000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2015,28.36026955,31.71249962,32.14250183,31.65250015,32.09249878,145460400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2015,28.23729897,31.57500076,31.82250023,31.47750092,31.75,102098400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2015,28.34461212,31.69499969,31.78249931,31.50250053,31.60250092,115881600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2015,28.20822906,31.54249954,31.77499962,31.52750015,31.56999969,113476000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2015,27.89075661,31.1875,31.53499985,31.11499977,31.38750076,207828000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2015,28.52794266,31.89999962,32.02999878,31.29249954,31.39249992,188217200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2015,28.37368011,31.72750092,32.04999924,31.66749954,32.02500153,129740400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2015,28.75599289,32.15499878,32.21749878,31.57999992,31.74749947,150618000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2015,28.99074554,32.41749954,32.60499954,32.03499985,32.07500076,183083600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2015,29.12712288,32.56999969,32.65750122,32.30749893,32.62250137,178103600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2015,29.65698814,33.16249847,33.28250122,32.78749847,33.07749939,387816800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2015,29.18972015,32.63999939,33.63499832,32.39250183,33.61500168,475696000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2015,28.76045799,32.15999985,32.89749908,32.07500076,32.54000092,253544400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2015,27.98018837,31.28750038,32.15999985,31.14500046,32.15999985,332781600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2015,28.8297596,32.23749924,32.53250122,31.32500076,31.52499962,234050400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2015,28.77387238,32.17499924,32.64250183,32.06499863,32.375,203953200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2015,28.12551308,31.45000076,32.11249924,31.44499969,32.03749847,197085600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2015,27.94888496,31.25250053,31.6875,30.84000015,31.63999939,288564000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2015,28.12176514,31.31500053,31.52000046,31.00499916,31.19249916,175763600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2015,28.65159607,31.90500069,31.90500069,31.52750015,31.67000008,222201600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2015,28.3597393,31.57999992,31.88999939,31.40749931,31.84749985,168143200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2015,28.25870514,31.46750069,31.71999931,31.20499992,31.39999962,192640000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2015,28.29014015,31.50250053,31.79750061,31.46750069,31.53750038,138776800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2015,28.95018768,32.23749924,32.23749924,31.79000092,31.85250092,180814000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2015,28.90978432,32.19250107,32.37250137,32.05250168,32.26750183,152832000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2015,29.22857857,32.54750061,32.68000031,32.09000015,32.09500122,203531600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2015,29.2016449,32.51750183,32.72000122,32.40999985,32.67250061,178532800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2015,29.19939041,32.51499939,32.74499893,32.33499908,32.5,145819600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2015,29.49798775,32.84749985,32.90750122,32.45750046,32.51750183,158921600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2015,29.75617027,33.13499832,33.24250031,32.84999847,32.90000153,182384000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2015,29.10060692,32.40499878,33.22750092,32.27999878,33.15000153,282790400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2015,29.64390564,33.00999832,33.06499863,32.51250076,32.58499908,183332800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2015,29.58554268,32.94499969,32.98749924,32.77500153,32.96500015,122933200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2015,29.24878693,32.56999969,32.86249924,32.47499847,32.80749893,203538000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2015,29.30715561,32.63499832,32.84749985,32.51250076,32.56999969,128451200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2015,29.17694283,32.49000168,32.66500092,32.33000183,32.46500015,134670400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-06-2015,29.21286392,32.52999878,32.73500061,32.47499847,32.66500092,123934000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-06-2015,29.04224014,32.34000015,32.64500046,32.22750092,32.39500046,153800400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-06-2015,28.8828392,32.16249847,32.42250061,32.09000015,32.375,142507200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-06-2015,28.69200706,31.95000076,32.30250168,31.70750046,32.22499847,210699200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-06-2015,28.60669899,31.85499954,32.02000046,31.40500069,31.67499924,224301600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-06-2015,28.93446732,32.22000122,32.33499908,31.96249962,31.97999954,156349200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-06-2015,28.86936378,32.14749908,32.54499817,32.11999893,32.29499817,141563600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-06-2015,28.55056572,31.79249954,32.08250046,31.77750015,32.04750061,147544800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2015,28.49443626,31.72999954,31.80999947,31.42749977,31.52499962,175955600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2015,28.64710426,31.89999962,31.96249962,31.59250069,31.75749969,125976400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2015,28.57975388,31.82500076,31.96999931,31.68499947,31.93000031,131672400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-06-2015,28.70996475,31.96999931,32.07749939,31.80500031,31.80750084,141628800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2015,28.4226017,31.64999962,31.95499992,31.60000038,31.92749977,218867600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2015,28.64935112,31.90250015,32.01499939,31.77000046,31.87249947,136157200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2015,28.51913643,31.75749969,31.90250015,31.71999931,31.87000084,121075600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2015,28.76161194,32.02750015,32.45000076,31.78000069,31.80249977,221123600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-2015,28.62465286,31.875,32.29999924,31.875,32.21500015,127752400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2015,28.45627403,31.6875,31.99749947,31.62750053,31.91749954,176267200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2015,27.95786858,31.13249969,31.61750031,31.12000084,31.36499977,196645600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2015,28.15993118,31.35750008,31.53000069,31.21500015,31.39249992,177482800,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2015,28.4226017,31.64999962,31.73500061,31.49749947,31.72500038,120955200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-2015,28.38668251,31.61000061,31.67250061,31.44249916,31.60750008,108844000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2015,28.28788948,31.5,31.55750084,31.21249962,31.23500061,112241600,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-07-2015,28.21829605,31.42250061,31.53750038,30.94249916,31.47249985,187787200,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-07-2015,27.51783371,30.64249992,31.15999985,30.63500023,31.12000084,243046400,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2015,26.95656776,30.01749992,31.01499939,29.80500031,30.96249962,314380000,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
